name,emails,website,phone,address,zip_code,socials,ip_address
Cali Coast Detailing,,https://calicoastdetailing.ahoyo.com/,+1 858-900-5469,"13764 Nogales Dr, Del Mar, CA 92014, United States",13764.0,,152.58.179.25
"Soapy Joe's Car Wash - Mira Mesa Blvd, Sorrento Valley",,https://soapyjoescarwash.com/location/san-diego-mira-mesa-blvd/,+1 855-762-7956,"6609 Mira Mesa Blvd, San Diego, CA 92121, United States",92121.0,,152.58.179.25
Stofer's Detailing - Car Detailing San Diego,jake@stofersdetailing.com,http://stofersdetailing.com/,+1 619-786-7329,"11346 Ravensthorpe Way, San Diego, CA 92131, United States",11346.0,https://www.instagram.com/stofersdetailing; https://www.instagram.com/stofersdetailing/,152.58.179.25
Emes Auto,,,+1 858-342-3027,"11921 Carmel Creek Rd, San Diego, CA 92130, United States",11921.0,,
Shine Auto Detailing,cdzjacobsen@gmail.com,https://www.shinedetail.net/,+1 760-755-0301,"435 N Hwy 101, Solana Beach, CA 92075, United States",92075.0,https://www.facebook.com/ShineautoDetailingCA/; https://www.instagram.com/solanashine808/,152.58.179.25
SunDiego Auto Spa | XPEL PPF San Diego,,http://www.sundiegoautospa.com/,+1 858-666-6610,"520 N Quince St #2, Escondido, CA 92025, United States",92025.0,,152.58.179.25
DTD Mobile Detailing LLC,,https://dtd-104909.square.site/,,,,,152.58.179.25
Rios Detailing,riosdetailingsd@gmail.com,https://www.riosdetailingsd.com/,+1 858-442-4229,,,https://www.google.com/url?q=https%3A%2F%2Fwww.instagram.com%2Frios_detailing_sd%2F&sa=D&sntz=1&usg=AOvVaw2PveluF3A8wF-rSCS5MRQR; https://www.google.com/url?q=https%3A%2F%2Fwww.tiktok.com%2F%40rios_detailing_sd&sa=D&sntz=1&usg=AOvVaw2lc5qmp5AahktV7gEyN2Nh,152.58.179.25
Exclusive Auto Detail,,,+1 619-674-4939,"8172 Miramar Rd, San Diego, CA 92126, United States",92126.0,,
"Smith Bros Mobile Detailing, Ceramic, Tint, & PPF",luke@sbmobiledetailing.com,http://www.sbmobiledetailing.com/,+1 760-310-1532,,,https://www.facebook.com/smithbrosmobiledetailing/; https://www.facebook.com/pg/smithbrosmobiledetailing/reviews/; https://www.instagram.com/sb.mobiledetailing/,152.58.179.25
Golden State Auto Wash and Detail,,https://www.gsashine.com/,+1 858-213-7190,"9240 Dowdy Dr suite D, San Diego, CA 92126, United States",92126.0,https://www.instagram.com/gsautowashanddetail; https://www.facebook.com/gsautowashanddetail/,152.58.179.25
Unexcelled Detailing,alaeemobiledetailing@gmail.com,http://unexcelleddetailing.com/,+1 619-632-5915,"9845 Mira Lee Wy, San Diego, CA 92126, United States",92126.0,https://www.instagram.com/unexcelled.detailing,152.58.179.25
Bespoke Auto Spa - Mobile Detailing,info@bespoke-auto-spa.com,https://www.bespoke-auto-spa.com/,+1 619-894-8716,"10909 Red Cedar Dr, San Diego, CA 92131, United States",10909.0,https://www.instagram.com/bespokeautospasd,152.58.179.25
Bright Side Detail,brightside1969@gmail.com,http://brightsidedetail.com/,+1 619-279-3307,"9380 Activity Rd c, San Diego, CA 92126, United States",92126.0,,152.58.179.25
Clean Rydz Mobile Detailing,cleanrydz@gmail.com,https://www.sdcleanrydz.com/,+1 619-416-1612,"14091 Montfort Ct, San Diego, CA 92128, United States",14091.0,https://www.twitter.com/wix; https://www.youtube.com/user/Wix; https://www.instagram.com/wix; https://www.tiktok.com/@wix?_d=secCgYIASAHKAESPgo8bJWqrWC4Nr%2BRYzP%2BVtrmkW1yv8onKe340Iy%2FTDOE1GiC5K1C6e8qw19A1ZDHAm8CRSncDs9zU2FiADwVGgA%3D&checksum=6ee3b8ed09a7b80754f53d8d9654f3607efacb929e1fe7cb2168ab163f9c106d&language=en&sec_uid=MS4wLjABAAAAYHhFoEGKGLJwnIBxd-QXc1KVcUtlG1sHpsa0HQUHGw4zmND_lFqx6z2IPJH7chg_&sec_user_id=MS4wLjABAAAAgPHZ_FdpBZBJUM3ddmqfpjOvm-vJLKHpFiyv4dstvGcgdF3_apqTw54z5V4uOXel&share_app_id=1233&share_author_id=6795533291946083333&share_link_id=830633BB-5464-41EC-A582-52B78B5041AC&tt_from=copy&u_code=dccm9a1hm10m3e&user_id=6827810298247119878&utm_campaign=client_share&utm_medium=ios&utm_source=copy&source=h5_m&_r=1; https://www.instagram.com/cleanrydz/; https://il.linkedin.com/company/wix-com?trk=public_jobs_topcard_logo; https://www.facebook.com/wix,152.58.179.25
Scripps Poway Hand Car Wash & Detailing,,http://scrippspowaycarwash.com/,+1 858-549-8100,"12033 Scripps Summit Dr, San Diego, CA 92131, United States",12033.0,https://mrgrphx.com/,152.58.179.25
"Soapy Joe's Car Wash - Miramar Rd, San Diego",,https://soapyjoescarwash.com/location/san-diego-miramar-rd/,+1 855-762-7956,"9650 Miramar Rd, San Diego, CA 92126, United States",92126.0,,152.58.179.25
Lee's Auto Detailing,lee@leesautodetailing.com.com,http://www.leesautodetailing.com/,+1 858-688-1855,"3860 Kearny Mesa Rd, San Diego, CA 92111, United States",92111.0,http://www.facebook.com/pages/Lees-Auto-Detailing/161227250637510; https://www.instagram.com/leesautodetailing_,152.58.179.25
JD Auto Detailing detailing,,http://jdautodetailing.org/,+1 760-525-3007,"12425 Oak Knoll Rd unit 2a, Poway, CA 92064, United States",12425.0,,152.58.179.25
Finesse Auto Detail,booknow@finesseautodetail.com,https://finesseautodetail.com/,+1 619-797-0577,"5640 Kearny Mesa Rd ste B, San Diego, CA 92111, United States",92111.0,https://www.instagram.com/finesseautodetail_tint/,152.58.179.25
Transformation Detail San Diego I Mobile Detailing & Ceramic Coatings,ntransformationdetail@gmail.com,http://www.transformationdetail.com/,+1 858-304-7823,,,,152.58.179.25
Phantom Auto Detailing,phantomautodetailingservice@gmail.com,https://phantomautodetaili6.wixsite.com/phantom-auto-detaili,+1 858-322-3362,"10019 Kika Ct, San Diego, CA 92129, United States",10019.0,https://www.wix.com/lpviral/enviral?utm_campaign=vir_wixad_live&adsVersion=banner_2024&orig_msid=aa99f552-cce6-4d9b-96f0-a304175f7068&orig_msid=759fab57-21c1-4bc2-ab18-238c92df6e9b&adsVersion=banner_2024,152.58.179.25
"Soapy Joe's Car Wash - Sabre Springs Pkwy, Poway",,https://soapyjoescarwash.com/location/san-diego-sabre-springs-pkwy/,+1 855-762-7956,"12620 Sabre Springs Pkwy, San Diego, CA 92128, United States",12620.0,,152.58.179.25
F.S. DETAIL,fsdautospa@gmail.com,https://fsmobiledetail.com/?utm_source=GMB+Listing&utm_medium=Organic&utm_campaign=GMB+click+thru&utm_id=GMB,+1 619-708-9695,"5641 Easton Ave, San Diego, CA 92120, United States",92120.0,https://instagram.com/f.s.detail; https://facebook.com/fsdetail; https://www.instagram.com/f.s.detail/?utm_source=ig_embed&utm_campaign=loading; https://youtube.com/@f.s.detailgarage7869,152.58.179.25
Ariels Mobile Cars Detail,,https://www.arielsmobilecarsdetail.com/,+1 858-329-9428,"13010 Rancho Peasquitos Blvd, San Diego, CA 92129, United States",13010.0,,152.58.179.25
Passion Driven Automotive(Ceramic Coating & Mobile Detailing),passiondriven.automotive@gmail.com,https://www.passiondrivenauto.com/,+1 951-642-2552,"6670 Alcala Knolls Dr, San Diego, CA 92111, United States",92111.0,https://www.facebook.com/passiondrivenautomotive; https://www.instagram.com/passiondrivenautomotive/,152.58.179.25
Hanrahan Mobile Auto Detailing,,,+1 760-622-6232,,,,
Mo’s Mobile Detailing,mo.mobiledetailing@yahoo.com,https://www.mos-mobile-detailing.com/,+1 760-277-5884,"11180 Brooke Dr, San Diego, CA 92126, United States",11180.0,https://instagram.com/mo.mobile.detailing,152.58.179.25
PRK auto mobile detailing,parwizkamandi@gmail.com,http://free-5588748.webadorsite.com/,+1 619-253-7664,"17151 W Bernardo Dr UNIT 105, San Diego, CA 92127, United States",17151.0,,152.58.179.25
Radiant Auto Spa,,http://radiantautospallc.com/,+1 619-724-2633,"4322 56th St, San Diego, CA 92115, United States",92115.0,https://www.facebook.com/profile.php?id=61566791832191; https://www.youtube.com/@bassmansautodetailing; https://www.instagram.com/radiantautospa1/,152.58.179.25
The Detailing Mafia New Alipore Kolkata,hello@manmachinecarcare.com,https://www.thedetailingmafia.com/locate-our-outlets/new-alipore-kolkata,099036 67366,"300, Roy Bahadur Rd, Saradapally, New Alipore, Kolkata, West Bengal 700053",,https://www.youtube.com/channel/UCTHuZsrvbnhrwNVmOEAhSDw; https://www.linkedin.com/company/the-detailing-mafia-official/; https://www.instagram.com/thedetailingmafia.newalipore; https://www.facebook.com/thedetailingmafia.official; https://www.facebook.com/profile.php?id=61572831159943; https://www.instagram.com/thedetailingmafia_official/; http://twitter.com/detailingmafia; https://www.facebook.com/thedetailingmafia.official/; https://www.instagram.com/thedetailingmafia_official,152.58.179.25
Rancho Car Wash,info@ranchocarwash.com,https://ranchocarwash.com/,+1 858-259-4353,"2661 Via De La Valle, Del Mar, CA 92014, United States",92014.0,,152.58.179.25
Coast Detail,,https://instagram.com/coastdetailsd?igshid=NTc4MTIwNjQ2YQ==,+1 714-388-2861,,,,152.58.179.25
Cali Luxe Detailing,,,+1 619-653-5747,,,,
Revel Mobile Auto Detailing,,,+1 442-320-2301,,,,
Avis Mobile Auto Detail,,,+1 858-231-8147,"Cynthia Ln, Poway, CA 92064, United States",92064.0,,
AutoSaisei,,,+1 858-212-5415,"12125 Avenida Sivrita, San Diego, CA 92128, United States",12125.0,,
"Soapy Joe's Car Wash - W Bernardo Dr, Rancho Bernardo",,https://soapyjoescarwash.com/location/san-diego-w-bernardo-dr/,+1 855-762-7956,"16998 W Bernardo Dr, San Diego, CA 92127, United States",16998.0,,152.58.179.25
Awesome guys auto care,,,+1 909-909-8080,"16870 W Bernardo Dr Ste 100, San Diego, CA 92127, United States",16870.0,,
Ti Vo Detailing,tivodetailing@gmail.com,https://tivodetailing.com/,,"14667 Penasquitos Dr, San Diego, CA 92129, United States",14667.0,https://www.instagram.com/tivo.detailing/; https://www.facebook.com/tivo.mobiledetailing/,152.58.179.25
San Diego Car Care,,http://sandiegocarcare.com/store-locations/rancho-bernardo/?utm_source=Google&utm_medium=Local&utm_campaign=RanchoB-Map,+1 858-487-3420,"16757 Bernardo Center Dr, San Diego, CA 92128, United States",16757.0,https://twitter.com/SanDiegoCarCare; https://www.instagram.com/sandiegocarcare/; https://www.facebook.com/SanDiegoCarCare; https://www.linkedin.com/company/san-diego-car-care,152.58.179.25
San Diego Mobile Detailing,hello@rfuenzalida.com,https://sandiegomobiledetailing.com/,+1 760-655-9956,"2700 E Valley Pkwy Space #261, Escondido, CA 92027, United States",92027.0,https://www.facebook.com/171134347873789; https://www.instagram.com/httpssandiegomobiledetail,152.58.179.25
Lotus Detail,lotusdetailsd@gmail.com,https://lotusdetail.com/,+1 858-513-8079,,,https://instagram.com/lotusdetailsd; https://www.facebook.com/people/Lotus-Detail/61555149091742/,152.58.179.25
SunnySide Mobile Auto Detail & Powerwash,,,+1 858-323-7447,,,,
Mr Car Details - Mobile Auto Detailing,,,+1 951-744-0874,,,,
Deemo auto detailing,hi@mystore.com,http://deemo-auto-detailing.square.site/,+1 442-445-0785,,,,152.58.179.25
XPGarage,,http://www.instagram.com/xpgarage,+1 858-888-9351,,,,152.58.179.25
K2 Auto Detailing - Poway,kyle@k2autodetailing.com,http://www.k2autodetailing.com/Home,+1 760-420-4944,,,https://www.facebook.com/K2AutoDetailing/; https://www.instagram.com/k2autodetailing/,152.58.179.25
BM Detailz,,http://bmdetailz.com/,+1 619-837-3522,,,,152.58.179.25
Esparza's Mobile Auto Detail,esparza.ricky@yahoo.com,http://esparzasmobile.com/,+1 858-360-0086,"12307 Hill Country Dr, Poway, CA 92064, United States",12307.0,,152.58.179.25
Polished Detailing,,,+1 858-267-8455,,,,
Zach's Auto detailing & more,,,+1 619-530-8738,"Poblado Rd, San Diego, CA 92127, United States",92127.0,,
PPF San Diego,,https://ppfsandiego.com/,+1 619-484-8656,,,,152.58.179.25
The Shine Crew,,https://www.theshinecrewsd.com/,+1 858-376-9959,,,,152.58.179.25
Envision Premium Auto Detailing,,https://www.instagram.com/envision_autodetail/,+1 415-503-7619,,,,152.58.179.25
Genie Car Wash,,http://www.geniecarwash.com/,+1 858-538-6262,"9821 Carmel Mountain Rd, San Diego, CA 92129, United States",92129.0,https://web.facebook.com/Genie-Car-Wash-148229964027804?_rdc=1&_rdr; https://web.facebook.com/GENIERANCHOPENASQUITOS/?_rdc=1&_rdr; https://www.instagram.com/Genie.Carwash/; https://www.instagram.com/accounts/login/?next=/geniecarwashexpress/,152.58.179.25
Blueline Mobile Car Detailing of San Diego,,,+1 619-304-9798,"3405 Kenyon St 3rd floor suite 303, San Diego, CA 92110, United States",92110.0,,
Miguel's Auto Detailing,,,+1 619-347-2436,"641 17th St, San Diego, CA 92101, United States",92101.0,,
Romeo's Auto Spa,,,+1 619-876-8803,"San Diego, CA 92101, United States",92101.0,,
GTR Mobile Detailing Inc,,,+1 619-639-5128,"402 W Broadway, San Diego, CA 92101, United States",92101.0,,
Uptown Car Wash,uptowncarwashsd@gmail.com,http://uptowncarwashsandiego.com/,+1 619-297-9274,"4157 Normal St, San Diego, CA 92103, United States",92103.0,,152.58.179.25
ECO Auto Solutions,concierge@ecoautosolutions.com,https://ecoautosolutions.com/sandiego.php,+1 858-429-9274,"1141 E St, San Diego, CA 92101, United States",92101.0,https://www.facebook.com/pages/ECO-Auto-Solutions/114316651933627/; https://twitter.com/EcoAutoSolution,152.58.179.25
Body Beautiful Carwash - Pacific Hwy,,https://bodybeautiful-carwash.com/,+1 619-544-7070,"2045 Pacific Hwy, San Diego, CA 92101, United States",92101.0,,152.58.179.25
Above The Next Detail,,https://abovethenextdetail.square.site/,+1 619-614-9898,"1111 Sixth Ave Ste 550 PMB 456779, San Diego, CA 92101, United States",92101.0,,152.58.179.25
Magic Hand Car Wash,magichandcarwashusa@gmail.com,https://www.magichandautospa.com/,+1 619-414-4146,"118 22nd St, San Diego, CA 92102, United States",92102.0,https://www.facebook.com/magichandautospa.sd; http://www.twitter.com; https://www.instagram.com/magichandautospa/,152.58.179.25
Detail San Diego,matt@detailsandiego.com,https://www.detailsandiego.com/,+1 917-565-7691,"3019 Upas St, San Diego, CA 92104, United States",92104.0,https://www.facebook.com/autodetailnow/?_rdr; https://www.instagram.com/autodetailnow/,152.58.179.25
Suds Mobile Detailing,,https://sudsdetailingmobile.com/,+1 760-707-6851,"100 Park Plz, San Diego, CA 92101, United States",92101.0,,152.58.179.25
Shine Rite Mobile Detailing San Diego,anapbm@gmail.com,http://shineritemobiledetailing.com/,+1 619-727-1116,"2707 Adrian St, San Diego, CA 92110, United States",92110.0,,152.58.179.25
EV Pro Detail,,https://evprodetail.com/,+1 619-800-8239,"1551 Union St #508, San Diego, CA 92101, United States",92101.0,,152.58.179.25
Noble Auto Spa | Mobile Car Detailing San Diego,info@ndiscovered.com,http://www.nobleautospa.com/,+1 619-310-1133,,,https://www.youtube.com/channel/UC7Pq7qkA4z71ZeRs3szbi8w/featured; https://www.instagram.com/nobleautospa/; https://www.linkedin.com/in/john-kennedy-299552223/,152.58.179.25
MobileWash - Mobile Car Wash & Auto Detailing San Diego,,,+1 888-209-5585,"1985 National Ave #1117, San Diego, CA 92113, United States",92113.0,,
iSmart Wash,,https://www.ismartwash.com/,+1 858-848-9002,"501 W Broadway, San Diego, CA 92101, United States",92101.0,,152.58.179.25
The Detail Guys SD,steven@thedetailguyssd.com,https://www.thedetailguyssd.com/,+1 858-249-9274,"1426 Morena Blvd, San Diego, CA 92110, United States",92110.0,https://www.instagram.com/thedetailguyssd/; https://www.facebook.com/The-Detail-Guys-502148879931943,152.58.179.25
Hillbilly Detailing,charlie@hillbillydetail.com,https://www.hillbillydetailingca.com/,+1 619-810-5554,,,,152.58.179.25
Down2Shine Car Detailing,customersupport@down2shine.com,http://down2shine.com/,+1 619-880-6796,"1985 National Ave, San Diego, CA 92113, United States",92113.0,,152.58.179.25
LUV Car Wash - Rosecrans St,,http://luvcarwash.com/,+1 213-770-4770,"3342 Rosecrans St, San Diego, CA 92110, United States",92110.0,,152.58.179.25
Petromerica Car Wash,,https://petromerica.ewash.net/,+1 619-235-8751,"1548 F St, San Diego, CA 92101, United States",92101.0,,152.58.179.25
Jerry's Detailing & Hand Car Wash,,,+1 619-692-3202,"4077 Fifth Ave, San Diego, CA 92103, United States",92103.0,,
SD Auto Style,,https://sdautostyle.com/,+1 619-354-0464,"367 15th St, San Diego, CA 92101, United States",92101.0,https://www.instagram.com/SDAUTOSTYLE/,152.58.179.25
D's Mobile Detailing,,http://dsmobiledetailingsd.com/?utm_source=google&utm_medium=wix_google_business_profile&utm_campaign=3458620401330393272,+1 858-914-7150,,,,152.58.179.25
Pristine Mobile Auto Detailing San Diego,,https://sandiego-autodetail.com/,+1 760-822-6363,"645 Seaward Ave, Carlsbad, CA 92011, United States",92011.0,,152.58.179.25
Topshape Auto Detailing & Window Tint La Jolla,jackson@topshapedetailing.com,http://www.topshapedetailing.com/?utm_source=google+business+listing,+1 808-936-4348,"5434 Coral Reef Ave, La Jolla, CA 92037, United States",92037.0,,152.58.179.25
Bird Rock Auto Detail,,,+1 510-710-2943,"5641 Chelsea Ave, La Jolla, CA 92037, United States",92037.0,,
La Jolla Hand Car Wash,lajollahandcarwash@gmail.com,http://lajollahandcarwash.com/,+1 858-456-1170,"600 Pearl St, La Jolla, CA 92037, United States",92037.0,https://www.instagram.com/lajollahandcarwash/; https://www.facebook.com/profile.php?id=100094359561122; https://twitter.com/lj_handcarwash,152.58.179.25
Ocean Breeze Hand Wash and Professional Detail,,,+1 619-253-4307,"6837 La Jolla Blvd, La Jolla, CA 92037, United States",92037.0,,
La Jolla Mobile Car Detail,,https://lajolladetail.com/mobile-car-detailing/san-diego/,+1 858-413-9877,"804 Wilbur Ave, San Diego, CA 92109, United States",92109.0,,152.58.179.25
Premier Mobile Detailing,,,+1 310-480-4401,,,,
Trophy Auto spa mobile,milosanch22@gmail.com,http://sanchezautodetailingsd.com/,+1 619-940-2036,"1556 Grand Ave, San Diego, CA 92109, United States",92109.0,https://twitter.com/trophyautospa; https://www.facebook.com/TrophyAutoSpa/; https://instagram.com/trophyautospa,152.58.179.25
Auto Detail Now Pacific Beach,info@autodetailnow.com,http://autodetailnow.com/,+1 619-907-0262,"1740 Thomas Ave, San Diego, CA 92109, United States",92109.0,https://www.facebook.com/autodetailnow/?_rdr; https://www.instagram.com/autodetailnow/,152.58.179.25
LUV Car Wash - Damon Ave,,http://luvcarwash.com/,+1 213-770-4770,"2930 Damon Ave, San Diego, CA 92109, United States",92109.0,,152.58.179.25
Plascencia's Automotive Care,jonpinhorn.typedesign@gmail.com,https://plascenciasautomotivecare.godaddysites.com/,+1 619-626-9311,"941 Pearl St, La Jolla, CA 92037, United States",92037.0,https://www.youtube.com/isaiasplascencia17; https://www.instagram.com/pmaddd; https://www.tiktok.com/@isaiasplascencia1,152.58.179.25
Washman Car Wash Mission Bay San Diego,info@washmansd.com,http://washmansd.com/,+1 619-458-9040,"2572 Clairemont Dr, San Diego, CA 92117, United States",92117.0,,152.58.179.25
La Jolla Auto Detailing,,,+1 858-260-1384,,,,
Pacific Beach Car Wash,,http://pbcarwash.com/,+1 858-272-2844,"2075 Balboa Ave, San Diego, CA 92109, United States",92109.0,,152.58.179.25
No Limits Mobile Detailing,,http://nolimitssd.com/,+1 619-384-1134,,,,152.58.179.25
Fresh Layer Mobile Detailing La Jolla,info@freshlayer.net,https://www.fresh-layer.com/service-area/car-detailing-la-jolla,+1 619-874-4115,,,https://www.instagram.com/p/DT_9zZFlM4P/; https://www.instagram.com/p/DSt_afMlI0K/; https://www.youtube.com/channel/UCkTzYTLAaHnnXZ_8GZ_B6Og; https://instagram.com/freshlayersd,152.58.179.25
So Kleen Mobile Detailing Co,info@carsokleen.com,https://carsokleen.com/,+1 619-458-1363,"4365 Kamloop Ave, San Diego, CA 92117, United States",92117.0,,152.58.179.25
